Title,Rating,Price,Pages,Genre,Reviews,Review_Density,Price_Bucket,Popularity_Score,Success_Category
From Priests to Untouchables Understanding the Caste System Civilizations of India Social Studies 6th Grade Children's Geography and Cultures Books,4.7,638,894,History,1985,2.22,Mid-range,5.71,High
Information book on general election 2014 to the Lok Sabha Meghalaya,4.3,485,183,Politics,417,2.279,Mid-range,4.91,Medium
"India Guest of Honour, Frankfurt Book Fair, 2006, 4.10.06-8.10.06",3.5,729,115,Classic,1781,15.487,Mid-range,4.89,Medium
Spirit of India,4.1,1067,106,Classic,411,3.877,Premium,4.77,Low
The Written Languages of the World: A Survey of the Degree and Modes of Use : India,4.1,837,425,Science,2173,5.113,Mid-range,5.35,Medium
In Search of the Miraculous,4.3,459,228,Self-Help,1632,7.158,Mid-range,5.38,Medium
"A Problem Book in MATHEMATICAL ANALYSIS [Paperback] [Jan 01, 2016] G N Berman",3.5,1082,474,History,1097,2.314,Premium,4.73,Low
A Little Book of Life,4.0,304,170,History,2,0.012,Budget,2.98,Low
Gondi-English hand book,4.7,1370,51,History,1320,25.882,Premium,5.57,High
Edible oil seeds,3.6,1090,309,Classic,2178,7.049,Premium,5.03,Medium
Parikh's Text book of medical jurisprudence and toxicology,4.4,1172,1092,Science,2291,2.098,Premium,5.57,High
Hoe wikkel je een sari om,3.0,465,237,Classic,2142,9.038,Mid-range,4.63,Low
The Richest Man in Babylon,4.1,352,124,Philosophy,121,0.976,Budget,4.35,Low
Second Go,3.7,177,381,Philosophy,383,1.005,Budget,4.49,Low
Casting the evil eye,3.7,868,204,Philosophy,2306,11.304,Mid-range,5.12,Medium
Devotees and demons - I,4.1,731,442,Religion,1444,3.267,Mid-range,5.21,Medium
Henri Le Saux (Svāmī Abhiṣiktānanda),3.1,1086,389,Religion,865,2.224,Premium,4.38,Low
"Networks of trade, polity, and societal integration in Chola-era South India, c. 875-1279",4.6,516,277,History,1347,4.863,Mid-range,5.51,High
Labour pains and labour power,3.4,1158,292,History,411,1.408,Premium,4.32,Low
Her story so far,4.4,411,194,Fiction,1060,5.464,Mid-range,5.3,Medium
From statism to neo-liberalism,4.6,1266,321,Self-Help,2079,6.477,Premium,5.66,High
Automation and instrumentation for power plants,4.1,296,269,Self-Help,2066,7.68,Budget,5.34,Medium
Around the way girls 11,4.5,1096,428,History,165,0.386,Premium,4.71,Low
Gilgit Rebelion,4.3,359,475,Religion,1325,2.789,Budget,5.31,Medium
Anglo-Nepalese relations from the earliest times of the British rule in India till the Gurkha War,3.7,1489,181,Politics,1592,8.796,Premium,4.99,Medium
"Raja Rammohan Roy (Political Thinkers of Modern India, 1)",4.6,695,620,History,2236,3.606,Mid-range,5.69,High
A Million Missions,3.6,1315,226,Science,2237,9.898,Premium,5.04,Medium
Numerical List of Dried Specimens of Plants in East India Company's Museum,4.1,633,297,Science,2052,6.909,Mid-range,5.33,Medium
Liberty or Death,4.5,123,496,History,784,1.581,Budget,5.26,Medium
Lost Aboard,3.8,1042,220,Science,1389,6.314,Premium,5.0,Medium
Communalism,3.6,1198,142,History,518,3.648,Premium,4.53,Low
"A topographical list of Arabic, Persian, and Urdu inscriptions of South India",3.9,1022,191,Science,1986,10.398,Premium,5.19,Medium
New Delhi,4.6,778,125,Science,1185,9.48,Mid-range,5.47,Medium
"Stories from Kenya, India and Japan",4.9,209,64,Biography,1780,27.812,Budget,5.8,High
After the Great Mughals,4.1,189,172,Biography,137,0.797,Budget,4.39,Low
Modern writings on Islam and Muslims in India,4.3,136,112,Fiction,384,3.429,Budget,4.88,Medium
Pre-Harappan cultures of India and the borderlands,4.8,921,280,Religion,2001,7.146,Premium,5.78,High
Health in the tropics,3.2,1092,318,Poetry,155,0.487,Premium,3.85,Low
Oriental art,3.5,671,31,Classic,1120,36.129,Mid-range,4.73,Low
Bharatman hockey ramat.,4.4,683,695,Science,1891,2.721,Mid-range,5.5,Medium
Street Foods of India,4.6,406,256,Fiction,37,0.145,Mid-range,4.26,Low
MUSICAL INSTRUMENTS; INDIA - THE LAND AND THE PEOPLE,4.7,161,289,Philosophy,1910,6.609,Budget,5.7,High
Bharat mein videshi yatri.,3.8,404,702,Self-Help,2470,3.519,Mid-range,5.2,Medium
Contribution of the revolutionists in India's freedom struggle,3.2,278,110,Poetry,224,2.036,Budget,3.98,Low
Prehistoric India to 1000 B. C (Classic Reprint),3.9,639,695,Fiction,518,0.745,Mid-range,4.72,Low
Warren Hastings and British India (Men and history),3.5,1031,762,Self-Help,2391,3.138,Premium,5.0,Medium
China - Burma - India (Time-Life World War II),3.6,1031,539,History,614,1.139,Premium,4.59,Low
Jungle Radio,4.5,944,435,Religion,581,1.336,Premium,5.15,Medium
Shakuntala and Other Timeless Tales from Ancient India,3.2,1159,403,Biography,1324,3.285,Premium,4.6,Low
Actual India - an Outline for the General Reader,4.7,849,132,History,2231,16.902,Mid-range,5.75,High
Travels in India - During the Years 1780-1783,3.9,1196,212,History,2391,11.278,Premium,5.26,Medium
"Agriculture in India - Past, Present and Future (1944)",4.2,1153,60,Fiction,659,10.983,Premium,5.0,Medium
Game Birds and Pigeons and Waterfowl of India,3.2,838,206,Religion,1946,9.447,Mid-range,4.73,Low
"Encyclopaedia Of India, Pakistan And Bangladesh, Vol. 3",3.7,1426,302,Politics,2275,7.533,Premium,5.11,Medium
An Introduction to the Tribal Development in India,3.2,1470,884,Science,334,0.378,Premium,4.11,Low
The Food of India (Food of the World),4.9,896,296,Religion,2371,8.01,Mid-range,5.91,High
"Drama, Song and Dance (Spirit of India Series)",4.6,1188,206,Fiction,920,4.466,Premium,5.38,Medium
"English Studies in India ; Past, Present and Future",3.9,846,185,Self-Help,2306,12.465,Mid-range,5.25,Medium
History of Fine Art in India and Ceylon,3.4,726,683,Poetry,1770,2.592,Mid-range,4.83,Medium
Social and Cultural History of India Since 1556,4.9,552,237,Self-Help,823,3.473,Mid-range,5.53,High
"Jawaharlal Nehru (Political Thinkers of Modern India, 10)",3.7,930,878,History,1580,1.8,Premium,4.98,Medium
Dawn in India - British Purpose and Indian Aspiration,3.3,857,350,Philosophy,1472,4.206,Mid-range,4.7,Low
Basis for Artistic and Industrial Revival in India,4.1,960,194,Philosophy,1263,6.51,Premium,5.16,Medium
"Rulers of India - the Marquess Wellesley, R. G.",4.9,918,214,Philosophy,2342,10.944,Premium,5.9,High
British India - from Queen Elizabeth to Lord Reading,3.0,1492,616,Religion,1690,2.744,Premium,4.55,Low
Mughal Empire in India 1526-1761 - Part I,3.5,1160,388,Politics,2047,5.276,Premium,4.94,Medium
Comparative Grammar of the Languages of Further India,4.9,480,202,Politics,1788,8.851,Mid-range,5.81,High
Linguistic Survey of India Vol V Part II,3.3,1342,470,Politics,2020,4.298,Premium,4.81,Medium
The beginnings of modern postal system in India,3.2,748,19,Religion,1109,58.368,Mid-range,4.53,Low
Occult Science in India and Amond the Ancients,4.1,345,457,Classic,1466,3.208,Budget,5.22,Medium
New Nukes India Pakistan And Global Nuclear Disarmament,4.7,350,130,Politics,2322,17.862,Budget,5.77,High
Wallago Attu,4.0,664,108,Fiction,2192,20.296,Mid-range,5.29,Medium
"Business and Politics in India, A Historical Perspective",5.0,1008,345,Biography,1189,3.446,Premium,5.73,High
Rural Leadership in the Context of India's Modernization,4.4,1469,541,Classic,634,1.172,Premium,5.12,Medium
"Nation, Nationalism and Social Structure in Ancient India",3.1,920,464,Self-Help,2452,5.284,Premium,4.75,Low
The Spread of Islam to India & Teacher's Guide,5.0,814,375,Philosophy,406,1.083,Mid-range,5.35,Medium
Shri Ramana Maharshi (Mystical Saints of India Series),3.8,571,148,Classic,2450,16.554,Mid-range,5.2,Medium
Legal and Political Status of Women in India,3.6,221,368,Science,1425,3.872,Budget,4.88,Medium
Saint Kabir,4.1,1449,126,Religion,143,1.135,Premium,4.4,Low
Changing Dimensions of the Communal Politics in India,3.6,880,282,Classic,1833,6.5,Mid-range,4.97,Medium
Penguin Guide to Using the Internet in India,3.2,847,304,Religion,1644,5.408,Mid-range,4.67,Low
Rabindranath Tagore,3.0,220,128,Biography,1201,9.383,Budget,4.43,Low
The Life and Works of Jesus in India,3.9,238,72,History,747,10.375,Budget,4.85,Medium
Unearthed,4.7,186,376,Politics,1161,3.088,Budget,5.53,High
Chera Adventure,4.1,229,805,Self-Help,2395,2.975,Budget,5.39,Medium
Big Game Shooting in India - 'the Early Days',5.0,351,196,Poetry,378,1.929,Budget,5.33,Medium
"Colberts West India Policy (Yale Historical Studies, 1.)",3.6,886,385,Religion,462,1.2,Mid-range,4.49,Low
Communal and Pan-Islamic Trends in Colonial India,3.6,1483,858,Science,2231,2.6,Premium,5.04,Medium
A Manual of Elementary Forest Zoology for India,3.3,146,486,Fiction,992,2.041,Budget,4.56,Low
History of Education in Modern India 1757-1986,5.0,600,214,History,1,0.005,Mid-range,3.49,Low
Studies in the Religious Life of Ancient India,3.3,524,268,History,380,1.418,Mid-range,4.22,Low
History of Society and Politics in Ancient India,3.6,1498,130,Biography,872,6.708,Premium,4.71,Low
Sacred and the Secular in India's Performing Arts,4.6,1064,848,Philosophy,1644,1.939,Premium,5.58,High
Evolution of Hindu Administration Institutions in South India,4.8,830,379,Poetry,1631,4.303,Mid-range,5.71,High
Farmer- Led Participatory Research ; Cases from Western India,5.0,210,893,Philosophy,1776,1.989,Budget,5.87,High
You Can Stop Humming Now B India LP,3.5,1350,692,Self-Help,1043,1.507,Premium,4.71,Low
On the Education of the People of India,4.8,1162,228,History,1927,8.452,Premium,5.77,High
Hildebrand Travel Guide,3.7,234,484,Poetry,1950,4.029,Budget,5.06,Medium
How the Bofors Affair Transformed India 1989-1999,3.2,1418,175,Biography,260,1.486,Premium,4.03,Low
Plant Breeding and Genetics In India Vol-1,4.7,709,472,Philosophy,685,1.451,Mid-range,5.34,Medium
Disease and Medicine in India - A Historical Overview,4.3,1157,334,Politics,1185,3.548,Premium,5.27,Medium
Talking of justice people's rights in modern India,3.3,1086,232,Poetry,995,4.289,Premium,4.56,Low
"India's currency exchange and banking problems, 1925-1928",3.9,527,59,Poetry,2059,34.898,Mid-range,5.21,Medium
Child Labour in India; Issues and Policy Options,3.6,1191,145,Religion,2098,14.469,Premium,5.02,Medium
International Labor Organization and Its Impact on India,4.5,298,425,Politics,242,0.569,Budget,4.85,Medium
Folk Tales of Punjab (Folk Tales of India),3.9,659,701,Classic,1847,2.635,Mid-range,5.17,Medium
Agriculture and Animal Husbandry in India (1937-38),5.0,358,432,Poetry,2333,5.4,Budget,5.96,High
Baba Kharak Singh And India's Struggle For Freedom,3.1,824,142,History,1325,9.331,Mid-range,4.53,Low
How Can India Balance The Pakistan China Nexus,3.7,773,202,Biography,807,3.995,Mid-range,4.75,Low
Mysteries Of The Past Archaeological Sites In India,4.0,236,98,Self-Help,2448,24.98,Budget,5.33,Medium
Policy Pivot,4.0,1015,352,Science,575,1.634,Premium,4.82,Medium
Ethnopolitics and Identity Crisis,3.6,1035,499,Politics,2129,4.267,Premium,5.02,Medium
Forgotten Empire - Contribution to the History of India,4.5,480,427,Fiction,866,2.028,Mid-range,5.29,Medium
wandering of a Naturalist in India and Kashmir,4.7,337,328,Science,1114,3.396,Budget,5.51,High
Visual Anthropology and India,4.9,1407,191,Science,1579,8.267,Premium,5.76,High
Extended Families,4.6,787,288,History,159,0.552,Mid-range,4.77,Low
Dilemmas in Dealing with Climate Change in India,4.7,557,261,Philosophy,1383,5.299,Mid-range,5.59,High
Panchayati raj and rural development in modern India,4.1,1258,350,Science,609,1.74,Premium,4.91,Medium
India and the USA; Economic Relations and Literature,4.7,181,248,Biography,1769,7.133,Budget,5.67,High
Out of India (Collected Works of Rudyard Kipling),3.6,694,80,Science,560,7.0,Mid-range,4.56,Low
All India National Congress (set of 4 vol.),3.8,753,855,Politics,2442,2.856,Mid-range,5.2,Medium
Human rights,3.6,1332,174,Philosophy,310,1.782,Premium,4.35,Low
Political Parties in India,3.9,502,646,Religion,2110,3.266,Mid-range,5.21,Medium
The Evolution of the State Bank of India,3.6,921,1000,Poetry,1275,1.275,Premium,4.84,Medium
Integrated Rural Development and Area Planning in India,4.9,287,124,Classic,1255,10.121,Budget,5.68,High
Dark tales,3.6,592,173,History,27,0.156,Mid-range,3.51,Low
On Yuang Chwang's Travels in India 629-645,3.2,354,771,Religion,1677,2.175,Budget,4.68,Low
Anatomy of revolt in the North East India,4.1,1446,187,Politics,502,2.684,Premium,4.84,Medium
India 2020 A Vision For The New Millenium,3.1,524,342,Biography,2109,6.167,Mid-range,4.69,Low
Towards Hunger Free India From Vision To Action,3.2,1290,510,Biography,352,0.69,Premium,4.13,Low
Jalyatra,3.4,584,264,Philosophy,1276,4.833,Mid-range,4.71,Low
Vishnus Crowded Temple India Since The Great Rebellion,3.9,535,450,Self-Help,1059,2.353,Mid-range,4.97,Medium
Growth and development of Mass Coomunication in India,3.9,279,238,History,2136,8.975,Budget,5.22,Medium
Prospects and revolution of cottage industry in India,4.6,1194,349,History,2120,6.074,Premium,5.67,High
Effectiveness of government export promotion schemes in India,4.5,1000,162,Religion,704,4.346,Premium,5.22,Medium
"The gods of India: their history, character, & worship",3.9,743,330,Religion,1013,3.07,Mid-range,4.96,Medium
Antarctica,3.7,238,154,Science,1817,11.799,Budget,5.03,Medium
India's five-year plans in theory and practice,3.6,886,352,Poetry,1844,5.239,Mid-range,4.97,Medium
Roots of religious tolerance in Pakistan and India,4.5,201,214,Science,1825,8.528,Budget,5.55,High
Saris,3.1,567,248,Self-Help,1722,6.944,Mid-range,4.62,Low
Teenage Refugees from India (The Teenage Refugees Series),3.0,382,64,Science,82,1.281,Budget,3.5,Low
Russian road to India - by Kabul and Samarkand,4.6,1152,253,Politics,280,1.107,Premium,4.96,Medium
Little Book of Everything,4.0,117,96,Politics,877,9.135,Budget,4.97,Medium
The Book of Woman,3.3,855,740,Fiction,1283,1.734,Mid-range,4.65,Low
The extraordinary black book,3.5,786,683,Philosophy,1508,2.208,Mid-range,4.84,Medium
The food problem in peace & war in India,4.9,700,22,Religion,1150,52.273,Mid-range,5.65,High
Directory of special and research libraries in India,4.7,1143,282,Philosophy,2050,7.27,Premium,5.72,High
Regional Folktales Of India 5 in 1 Series,4.4,1449,510,Self-Help,199,0.39,Premium,4.71,Low
The Goddess and the Nation: Mapping Mother India,4.0,1479,400,Poetry,374,0.935,Premium,4.67,Low
Subhash Bose,4.0,532,152,History,953,6.27,Mid-range,5.0,Medium
"Urban development in India, since pre-historic times",5.0,1141,360,History,608,1.689,Premium,5.49,Medium
China-Russia-India relations in 21st century,4.9,475,362,Biography,1780,4.917,Mid-range,5.8,High
Evolution of law of crimes in ancient India,3.4,1463,225,Self-Help,624,2.773,Premium,4.46,Low
Brave Women of India 5 in 1 series,4.6,1273,388,Poetry,2248,5.794,Premium,5.69,High
"The spreading of Cāṇakya's aphorisms over ""Greater India""",3.4,1110,151,History,193,1.278,Premium,4.05,Low
"Agricultural Marketing In India; Analysis, Planning and Development",3.4,815,290,Self-Help,2421,8.348,Mid-range,4.94,Medium
Eternal stone,4.4,1356,214,Science,373,1.743,Premium,4.93,Medium
Community forest management in tribal States of India,3.8,1227,236,Fiction,1358,5.754,Premium,5.0,Medium
Mannequin,4.9,1123,200,Poetry,453,2.265,Premium,5.33,Medium
"Inflation, Corporate Tax Provisions and Investment in India",3.2,836,216,Science,2349,10.875,Mid-range,4.8,Low
Gurdwaras,4.0,320,213,Religion,278,1.305,Budget,4.57,Low
Political transition in the grassroots in tribal India,4.8,1149,229,Biography,887,3.873,Premium,5.5,Medium
Pupik Tracing Ancient India Through Texts And Traditions,4.8,1187,281,Philosophy,2072,7.374,Premium,5.79,High
Engendering the agricultural research and extension in India,3.3,353,402,Fiction,2023,5.032,Budget,4.81,Medium
India and the Post-Cold war world order,3.7,1372,242,Politics,615,2.541,Premium,4.65,Low
Corporate champions,4.2,835,515,Poetry,1688,3.278,Mid-range,5.33,Medium
Reserve Bank of India (RBI)--An Anecdotal History,3.3,925,156,Poetry,413,2.647,Premium,4.25,Low
The land systems of union territories of India,4.9,1254,578,Classic,355,0.614,Premium,5.24,Medium
Horizons,4.8,129,358,History,2130,5.95,Budget,5.8,High
The Reserve bank of India and its functions,3.3,886,174,Science,63,0.362,Mid-range,3.6,Low
Origin and development of criminal justice in India,3.2,109,91,History,2220,24.396,Budget,4.78,Low
Nuclear disarmament,3.2,1212,133,Religion,873,6.564,Premium,4.45,Low
Globalization And Transnational Surrogacy In India Outsourcing Life,4.8,529,392,Religion,294,0.75,Mid-range,5.11,Medium
Tribal identity and tension in north-east India,3.4,1270,64,Poetry,445,6.953,Premium,4.35,Low
"Vaisnavism and society in northern India, 700-1200",3.8,1250,227,History,502,2.211,Premium,4.65,Low
Law relating to the armed forces in India,3.9,797,586,Religion,233,0.398,Mid-range,4.44,Low
Jain temples in India and around the world,4.2,223,184,Fiction,2146,11.663,Budget,5.42,Medium
Emergency in India and 5+20-point programme,3.1,1464,147,Philosophy,158,1.075,Premium,3.79,Low
"Co-operativization, liberalization, and dairy industry in India",3.5,150,183,Politics,969,5.295,Budget,4.68,Low
Stupid Guy Goes Back to India,4.9,497,187,Philosophy,117,0.626,Mid-range,4.85,Medium
"Ferns and fern-allies of Meghalaya State, India",4.8,413,161,Philosophy,683,4.242,Mid-range,5.4,Medium
Common fresh & brackish water algal flora of India & Burma,4.6,747,196,Philosophy,2265,11.556,Mid-range,5.69,High
Telling tales,3.0,613,154,Classic,2223,14.435,Mid-range,4.65,Low
Emperors' Album,3.7,601,320,History,1093,3.416,Mid-range,4.85,Medium
"Commentaries on the Defence of India act, 1962",4.3,629,391,History,498,1.274,Mid-range,4.97,Medium
"Stepping out, life and sexuality in rural India",3.6,796,221,Politics,2295,10.385,Mid-range,5.05,Medium
Economic History of India under Early British Rule,4.8,833,464,Politics,2216,4.776,Mid-range,5.82,High
The Constitution of the Dominion of India,4.3,959,328,Politics,1101,3.357,Premium,5.25,Medium
Williams-sonoma Essentials of Asian Cooking,3.1,518,288,Philosophy,181,0.628,Mid-range,3.84,Low
Sustainable potato production in hilly region of India,4.8,293,348,Politics,1520,4.368,Budget,5.68,High
Constitutional law and uniform civil code in India,4.9,411,253,Poetry,1470,5.81,Mid-range,5.74,High
Anti-defection law in India and the Commonwealth,3.2,1095,1206,Fiction,414,0.343,Premium,4.19,Low
India and the Nordics in a changing world,4.1,821,243,History,820,3.374,Mid-range,5.01,Medium
Fiction and the reading public in India; [papers],3.6,1422,239,Fiction,205,0.858,Premium,4.2,Low
India and her diaspora in the South Pacific,3.8,1452,411,Religion,577,1.404,Premium,4.7,Low
Language and Society in Modern India,3.4,575,745,Fiction,2000,2.685,Mid-range,4.87,Medium
The city and the country in early India,4.2,683,369,History,465,1.26,Mid-range,4.88,Medium
Sami & Aiyar's Law & practice of gambling in India,4.9,216,388,Poetry,849,2.188,Budget,5.55,High
"Storia Do Mogor or Mogul India, 1653-1708 - 4 Vols",4.0,363,882,Classic,2154,2.442,Budget,5.29,Medium
Rural Development in India: a Socio-historic Approach,3.2,120,200,History,1292,6.46,Budget,4.59,Low
Attack on the 'Idea of India',4.2,576,654,Classic,1833,2.803,Mid-range,5.36,Medium
"Documents on Nepal's relations with India and China, 1949-66",3.7,648,295,Self-Help,535,1.814,Mid-range,4.6,Low
Education and Political Culture in India,4.7,1296,323,Biography,1620,5.015,Premium,5.64,High
Development of Documentation in India,3.9,1047,331,Classic,966,2.918,Premium,4.94,Medium
Politial participation of women in India,3.4,1120,252,Science,1245,4.94,Premium,4.7,Low
33 Gurus of Modern India,3.4,1185,616,Biography,1618,2.627,Premium,4.8,Low
The Brown Rulers of India,4.5,305,681,Philosophy,1698,2.493,Budget,5.53,High
Big Book of Treats,3.5,730,154,Philosophy,775,5.032,Mid-range,4.6,Low
"Survey of drawing in ancient India, upto 600 A.D",4.5,278,43,Fiction,344,8.0,Budget,4.97,Medium
Pakistan seeks revenge and god saves India,3.4,987,159,Poetry,706,4.44,Premium,4.51,Low
"Suggested readings in the literatures of Africa, China, India, Japan",3.6,441,124,Politics,1518,12.242,Mid-range,4.9,Medium
"Memorandum outlining a plan of economic development for India, parts one and two",3.9,539,105,Biography,1708,16.267,Mid-range,5.14,Medium
Law relating to the protection of the administration of states in India,4.9,1198,484,Religion,2019,4.171,Premium,5.85,High
Pilgrim shrines of India,4.9,389,248,History,2467,9.948,Budget,5.92,High
Law of education and educational institutions in India,3.4,656,2531,Self-Help,887,0.35,Mid-range,4.59,Low
With Alexander in India and Central Asia,3.7,1267,304,Poetry,236,0.776,Premium,4.32,Low
Proceedings of Seminar on Leveraging India's Soft Power as a Strategic Resource,3.3,748,71,Poetry,1020,14.366,Mid-range,4.57,Low
"Cases on the Constitution of India, 1961, annotated",4.0,307,162,Self-Help,2008,12.395,Budget,5.26,Medium
Christian spirituality for the new day in India,3.9,371,156,Religion,951,6.096,Budget,4.94,Medium
"Princes of India in the Endgame of Empire, 1917-1947",4.8,514,885,Politics,2032,2.296,Mid-range,5.79,High
Steel industry in India,4.9,483,119,Classic,259,2.176,Mid-range,5.13,Medium
"Super profits tax act, 1963",3.8,1384,117,Religion,1229,10.504,Premium,4.96,Medium
Full bench decisions of Patna High Court,4.0,990,163,Religion,67,0.411,Premium,4.08,Low
Teamwork and Daily Life in Indian Culture - Two-Book Combo,4.8,1290,465,Biography,1268,2.727,Premium,5.62,High
For the Country of India 20 Greeting Cards in a Book COLORING BOOK Lovely Hearts Flowers Stars etc Color the Card and Write a Message by Artist Grace Divine,4.6,1141,44,Science,1187,26.977,Premium,5.47,Medium
ASP.NET 2.0 black book,3.0,759,1184,History,894,0.755,Mid-range,4.33,Low
The Indian literatures of today,3.6,346,181,Fiction,1917,10.591,Budget,4.99,Medium
Fractured States,3.8,1419,276,Poetry,2199,7.967,Premium,5.16,Medium
Gone With the Wind,3.7,513,947,Fiction,51,0.054,Mid-range,3.79,Low
Indo-Soviet trade,3.5,1443,246,Politics,644,2.618,Premium,4.54,Low
The charm of Bombay,3.4,814,644,Religion,1879,2.918,Mid-range,4.85,Medium
Book of Rachel,3.1,280,203,Fiction,1990,9.803,Budget,4.67,Low
XXXI Annual convention of National Neonatology Forum,4.3,1419,191,Self-Help,620,3.246,Premium,5.05,Medium
Indias,3.5,1043,289,Religion,2401,8.308,Premium,5.0,Medium
The Mystery of the Vanishing Treasure,4.0,992,152,Fiction,2,0.013,Premium,2.98,Low
"A friend in need, English-Hindustani cookery book",3.1,160,327,Self-Help,1963,6.003,Budget,4.67,Low
Fihrist-i mat̤būʻāt-i kutubk̲h̲ānah-yi Idārah-yi Adabiyāt-i Urdū,3.5,1332,554,History,1836,3.314,Premium,4.91,Medium
Map Skill Work Book CBSE 10th,4.6,265,72,Philosophy,2103,29.208,Budget,5.67,High
The HarperCollins book of natural skin care,4.7,1108,161,History,1668,10.36,Premium,5.65,High
Business Ethics,4.0,1423,504,Philosophy,1847,3.665,Premium,5.23,Medium
Digest of All India rent control and eviction cases,3.8,754,111,Fiction,242,2.18,Mid-range,4.39,Low
More food through controlled agriculture,5.0,450,107,Science,1766,16.505,Mid-range,5.87,High
For the Country of India Whimsical Garden Flowers Growing into Shapes of Wings Easy Level Coloring Book for Adults by Grace Divine,3.4,1184,44,Biography,549,12.477,Premium,4.42,Low
Inspired Masks Sacred Blue Deer Fun NColoring Book Learn Culture and Relax Created for the Country of INDIA by Artist Grace Divine,3.4,362,46,Self-Help,2308,50.174,Budget,4.92,Medium
Indian Pigeons and Doves in Color,3.6,223,38,Science,153,4.026,Budget,4.1,Low
Geographical researches on rice,3.3,1361,271,Self-Help,410,1.513,Premium,4.25,Low
A hand-book of Indian products,3.8,1031,175,Biography,121,0.691,Premium,4.15,Low
"The Fauna Of British India Including Ceylon and Burma - Coleoptera; Clavicornia; Erotylidae, Languriidae, and Endomychidae",4.8,1213,434,History,2060,4.747,Premium,5.79,High
"Judicial control of administrative action in India, Pakistan, and Bangladesh",4.2,238,598,Classic,2020,3.378,Budget,5.39,Medium
The Bible tested,3.8,1485,32,Science,968,30.25,Premium,4.88,Medium
Mammals of Nepal,4.9,959,379,Self-Help,1588,4.19,Premium,5.76,High
The Migration of Knowledge Workers,3.1,1216,240,Science,860,3.583,Premium,4.38,Low
The Family Book of Best Loved Short Stories,3.4,233,498,Science,2073,4.163,Budget,4.88,Medium
Readings in folk-lore,4.1,1327,456,Poetry,213,0.467,Premium,4.54,Low
Half-century digest of income-tax cases (1886-1934),4.2,918,214,Self-Help,761,3.556,Premium,5.05,Medium
The Supreme Court practice ...,3.1,1161,197,Biography,492,2.497,Premium,4.19,Low
Rails of War,3.8,1117,240,Biography,2283,9.512,Premium,5.18,Medium
Glimpses of Devāyaṇa,4.3,556,337,Politics,57,0.169,Mid-range,4.22,Low
Hudson Ganga Merger 2,4.4,537,497,History,1718,3.457,Mid-range,5.47,Medium
320 million judges,4.3,779,270,Politics,490,1.815,Mid-range,4.96,Medium
"Writer, the Reader and the State",3.6,746,232,Fiction,1533,6.608,Mid-range,4.91,Medium
The burden of swaraj,3.2,721,192,Politics,1032,5.375,Mid-range,4.51,Low
Bibliography of the Sanskrit Drama,3.9,1347,126,History,1803,14.31,Premium,5.16,Medium
Little Bit India - Little Bit U.S.A,3.3,1291,118,Poetry,1986,16.831,Premium,4.8,Low
Contemporary India Opportunities and Challenges,4.9,1230,426,Science,122,0.286,Premium,4.87,Medium
Revitalising School Complexes in India,4.0,123,608,Science,1754,2.885,Budget,5.21,Medium
"Alberuni's India, an Account of the Religion, Philosophy, Literatue, Geography, Chronology, Astronomy, Customs, Laws and Astrology of India about a D",3.6,908,436,History,1755,4.025,Premium,4.95,Medium
Prehistoric India and Ancient Egypt,4.5,1430,42,Fiction,61,1.452,Premium,4.37,Low
Gazetteer of the Territories Under the Government of the East-India Company and the Native States on the Continent of India,4.0,1034,719,History,2133,2.967,Premium,5.28,Medium
SOCIOECONOMIC DEVELOPMENT OF SCHEDULED CASTES IN INDIA,3.6,1481,435,Poetry,212,0.487,Premium,4.22,Low
A study in the co-operative movement in India,4.6,469,253,History,1081,4.273,Mid-range,5.44,Medium
Quit India call and the role of communists,4.7,1096,93,Fiction,1696,18.237,Premium,5.66,High
"Pictorial guide to acquatic macrophytes of the Gangetic plains of Bihar, India",4.3,270,101,Biography,2419,23.95,Budget,5.52,High
Valuable directory to boost medicinal & aromatic agro-industries in India,3.1,321,176,Science,345,1.96,Budget,4.06,Low
Force and statecraft in medieval South India & Sri Lanka,4.1,542,204,Politics,1140,5.588,Mid-range,5.13,Medium
"Ramayana of Valmiki: An Epic of Ancient India, Vol. 5",4.5,1276,583,Poetry,127,0.218,Premium,4.62,Low
Prophet and Statesmen in Crafting Democracy in India,3.3,961,318,Classic,2218,6.975,Premium,4.84,Medium
"The game birds of India, Pakistan, Bangladesh, Burma & Sri-Lanka (including Nepal, Bhutan & Tibet)",3.5,475,842,Politics,1117,1.327,Mid-range,4.73,Low
Sub regionalism in India,4.8,380,108,Politics,354,3.278,Budget,5.18,Medium
District administration and social change in India,3.0,812,187,History,1962,10.492,Mid-range,4.6,Low
Compulsory acquisition of land in India,4.5,1342,258,Philosophy,2059,7.981,Premium,5.6,High
Early India historical probings,3.9,1057,263,History,823,3.129,Premium,4.88,Medium
Special economic zones in India,3.9,910,245,History,1868,7.624,Premium,5.17,Medium
East Asian literatures,3.0,926,384,Fiction,786,2.047,Premium,4.28,Low
Books for children: the homelands of immigrants in Britain,4.6,585,85,Self-Help,1297,15.259,Mid-range,5.5,Medium
INDIA Artsy Art Wall Craft Decor Prints Color Filled AFrican Style Masks Divine Books Cut Out & Decorate or Collect as a Forever Keepsake 20 ... Collectible Books by Artist Grace Divine,3.7,434,46,Biography,1428,31.043,Mid-range,4.95,Medium
